"lon","lat","bbox.lon1","bbox.lat1","bbox.lon2","bbox.lat2","resource.name","Data name","Language 1","Language 2","Language 3","Country","Place","Contents","Words count","Collection start","Collection end","Access","Licence","popup"
125.01703265864,12.3129082255459,NA,NA,NA,NA,"Waray word list","Waray word list","Waray  <nobr>[<a href=https://glottolog.org/resource/languoid/id/wara1300 title='Glottolog reference' target=_blank><img height=12px src=logo-glottolog.png></a>]</nobr>","","","Phillipines","","word list",1178,"","","closed","?","<b>Waray word list</b><br><b>Languages:</b> Waray, , <br><b>Licence:</b> ?<br><b>Access:</b> closed"
124.6207,-8.1891,NA,NA,NA,NA,"Abui word list","<a href=https://doi.org/10.26278/7XFZ-NW96 title='Abui word list' target=_blank>Abui word list</a> ","Abui  <nobr>[<a href=http://www.language-archives.org/language/abz title='Glottolog reference' target=_blank><img height=12px src=logo-glottolog.png></a>]</nobr>","English <nobr>[<a href=https://glottolog.org/resource/languoid/id/stan1293 title='Glottolog reference'  target=_blank><img height=12px src=logo-glottolog.png></a>]</nobr>","","Indonesia","<a href=https://www.geonames.org/8421229 target=_blank>Takalelang</a> ","word list",445,"2022","2022","restricted","Paradisec","<b><a href=https://doi.org/10.26278/7XFZ-NW96 title='Abui word list' target=_blank>Abui word list</a> </b><br><b>Languages:</b> Abui, English, <br><b>Licence:</b> Paradisec<br><b>Access:</b> restricted"
124.3022,-10.0687,NA,NA,NA,NA,"Amanatun word list","<a href=https://doi.org/10.26278/PCZJ-RB24 title='Amanatun word list' target=_blank>Amanatun word list</a> ","Amanatun  <nobr>[<a href=https://glottolog.org/resource/languoid/id/uabm1237 title='Glottolog reference' target=_blank><img height=12px src=logo-glottolog.png></a>]</nobr>","","","Indonesia","<a href=https://www.geonames.org/2057120 target=_blank>Oekiu</a> ","word list",1228,"2022","2022","restricted","Paradisec","<b><a href=https://doi.org/10.26278/PCZJ-RB24 title='Amanatun word list' target=_blank>Amanatun word list</a> </b><br><b>Languages:</b> Amanatun, , <br><b>Licence:</b> Paradisec<br><b>Access:</b> restricted"
115.2171,-8.6564,NA,NA,NA,NA,"Balinese word list","<a href=https://doi.org/10.26278/WR8M-J633 title='Balinese word list' target=_blank>Balinese word list</a> ","Balinese  <nobr>[<a href=https://glottolog.org/resource/languoid/id/bali1278 title='Glottolog reference' target=_blank><img height=12px src=logo-glottolog.png></a>]</nobr>","English <nobr>[<a href=https://glottolog.org/resource/languoid/id/stan1293 title='Glottolog reference'  target=_blank><img height=12px src=logo-glottolog.png></a>]</nobr>","","Indonesia","<a href=https://www.geonames.org/1645528 target=_blank>Denpasar</a> ","text",NA,"2022","2022","restricted","Paradisec","<b><a href=https://doi.org/10.26278/WR8M-J633 title='Balinese word list' target=_blank>Balinese word list</a> </b><br><b>Languages:</b> Balinese, English, <br><b>Licence:</b> Paradisec<br><b>Access:</b> restricted"
115.12522,-8.5413,NA,NA,NA,NA,"Balinese word list","<a href=https://dx.doi.org/10.26278/A5ZS-NP72 title='Balinese word list' target=_blank>Balinese word list</a> ","Balinese  <nobr>[<a href=https://glottolog.org/resource/languoid/id/bali1278 title='Glottolog reference' target=_blank><img height=12px src=logo-glottolog.png></a>]</nobr>","English <nobr>[<a href=https://glottolog.org/resource/languoid/id/stan1293 title='Glottolog reference'  target=_blank><img height=12px src=logo-glottolog.png></a>]</nobr>","Indonesian <nobr>[<a href=https://glottolog.org/resource/languoid/id/indo1316  title='Glottolog reference'  target=_blank><img height=12px src=logo-glottolog.png></a>]</nobr>","Indonesia","<a href=https://www.geonames.org/1625708 target=_blank>Tabanan</a> ","word list",1228,"2022","2022","restricted","Paradisec","<b><a href=https://dx.doi.org/10.26278/A5ZS-NP72 title='Balinese word list' target=_blank>Balinese word list</a> </b><br><b>Languages:</b> Balinese, English, Indonesian<br><b>Licence:</b> Paradisec<br><b>Access:</b> restricted"
NA,NA,102.082901,-5.281324,102.391205,-5.515525,"Enggano word list","<a href=https://dx.doi.org/10.26278/R0N1-BG13 title='Enggano word list' target=_blank>Enggano word list</a> ","Enggano  <nobr>[<a href=https://glottolog.org/resource/languoid/id/engg1245 title='Glottolog reference' target=_blank><img height=12px src=logo-glottolog.png></a>]</nobr>","Indonesian <nobr>[<a href=https://glottolog.org/resource/languoid/id/indo1316 title='Glottolog reference'  target=_blank><img height=12px src=logo-glottolog.png></a>]</nobr>","","Indonesia","<a href=https://www.geonames.org/1644921 target=_blank>Enggano</a> ","word list",1228,"2022","2022","restricted","Paradisec","<b><a href=https://dx.doi.org/10.26278/R0N1-BG13 title='Enggano word list' target=_blank>Enggano word list</a> </b><br><b>Languages:</b> Enggano, Indonesian, <br><b>Licence:</b> Paradisec<br><b>Access:</b> restricted"
123.06945,-10.7573,NA,NA,NA,NA,"Ba’a word list","<a href=https://dx.doi.org/10.26278/E4NA-CA91 title='Ba’a word list' target=_blank>Ba’a word list</a> ","Ba’a  <nobr>[<a href=https://glottolog.org/resource/languoid/id/baaa1237 title='Glottolog reference' target=_blank><img height=12px src=logo-glottolog.png></a>]</nobr>","","","Indonesia","<a href=https://www.geonames.org/8382711 target=_blank>Oelunggu</a> ","word list",1228,"2022","2022","restricted","Paradisec","<b><a href=https://dx.doi.org/10.26278/E4NA-CA91 title='Ba’a word list' target=_blank>Ba’a word list</a> </b><br><b>Languages:</b> Ba’a, , <br><b>Licence:</b> Paradisec<br><b>Access:</b> restricted"
NA,NA,123.277588,-9.321158,124.18396,-10.395975,"Kupang Malay","<a href=https://dx.doi.org/10.26278/0ZNJ-PC72 title='Kupang Malay' target=_blank>Kupang Malay</a> ","Kupang Malay  <nobr>[<a href=https://glottolog.org/resource/languoid/id/kupa1239 title='Glottolog reference' target=_blank><img height=12px src=logo-glottolog.png></a>]</nobr>","English <nobr>[<a href=https://glottolog.org/resource/languoid/id/stan1293 title='Glottolog reference'  target=_blank><img height=12px src=logo-glottolog.png></a>]</nobr>","","Indonesia","<a href=https://www.geonames.org/2057086 target=_blank>Kupang</a> ","word list",147,"2022","2022","restricted","Paradisec","<b><a href=https://dx.doi.org/10.26278/0ZNJ-PC72 title='Kupang Malay' target=_blank>Kupang Malay</a> </b><br><b>Languages:</b> Kupang Malay, English, <br><b>Licence:</b> Paradisec<br><b>Access:</b> restricted"
122.845227,-10.88403,NA,NA,NA,NA,"Dela","<a href=https://dx.doi.org/10.26278/59ZD-0G68 title='Dela' target=_blank>Dela</a> ","Dela  <nobr>[<a href=https://glottolog.org/resource/languoid/id/dela1251 title='Glottolog reference' target=_blank><img height=12px src=logo-glottolog.png></a>]</nobr>","Indonesian <nobr>[<a href=https://glottolog.org/resource/languoid/id/indo1316 title='Glottolog reference'  target=_blank><img height=12px src=logo-glottolog.png></a>]</nobr>","","Indonesia","<a href=https://www.geonames.org/2057021 target=_blank>Nemberala</a> ","word list",999,"2022","2022","restricted","Paradisec","<b><a href=https://dx.doi.org/10.26278/59ZD-0G68 title='Dela' target=_blank>Dela</a> </b><br><b>Languages:</b> Dela, Indonesian, <br><b>Licence:</b> Paradisec<br><b>Access:</b> restricted"
NA,NA,121.674271,-10.412453,122.01416,-10.629836,"Sabu Seba plant names","<a href=https://doi.org/10.26278/589q-5n81 title='Sabu Seba plant names' target=_blank>Sabu Seba plant names</a> ","Sabu Seba  <nobr>[<a href=http://www.language-archives.org/language/hvn title='Glottolog reference' target=_blank><img height=12px src=logo-glottolog.png></a>]</nobr>","English <nobr>[<a href=https://glottolog.org/resource/languoid/id/stan1293 title='Glottolog reference'  target=_blank><img height=12px src=logo-glottolog.png></a>]</nobr>","","Indonesia","<a href=https://www.geonames.org/2056954/savu-island.html target=_blank>Sabu Island</a> ","word list",95,"2024","2024","restricted","Paradisec","<b><a href=https://doi.org/10.26278/589q-5n81 title='Sabu Seba plant names' target=_blank>Sabu Seba plant names</a> </b><br><b>Languages:</b> Sabu Seba, English, <br><b>Licence:</b> Paradisec<br><b>Access:</b> restricted"
NA,NA,124.333649,-8.112799,125.14801,-8.47699,"Abui-Pelman wordlist","<a href=https://dx.doi.org/10.26278/x497-7f96 title='Abui-Pelman wordlist' target=_blank>Abui-Pelman wordlist</a> ","Abui  <nobr>[<a href=http://www.language-archives.org/language/abz title='Glottolog reference' target=_blank><img height=12px src=logo-glottolog.png></a>]</nobr>","English <nobr>[<a href=https://glottolog.org/resource/languoid/id/stan1293 title='Glottolog reference'  target=_blank><img height=12px src=logo-glottolog.png></a>]</nobr>","","Indonesia","<a href=https://www.geonames.org/1651606 target=_blank>Alor island</a> ","word list",607,"2024","2024","restricted","Paradisec","<b><a href=https://dx.doi.org/10.26278/x497-7f96 title='Abui-Pelman wordlist' target=_blank>Abui-Pelman wordlist</a> </b><br><b>Languages:</b> Abui, English, <br><b>Licence:</b> Paradisec<br><b>Access:</b> restricted"
NA,NA,124.333649,-8.112799,125.14801,-8.47699,"Abui-Mobyetang wordlist","<a href=https://doi.org/10.26278/qy0t-r746 title='Abui-Mobyetang wordlist' target=_blank>Abui-Mobyetang wordlist</a> ","Abui  <nobr>[<a href=http://www.language-archives.org/language/abz title='Glottolog reference' target=_blank><img height=12px src=logo-glottolog.png></a>]</nobr>","English <nobr>[<a href=https://glottolog.org/resource/languoid/id/stan1293 title='Glottolog reference'  target=_blank><img height=12px src=logo-glottolog.png></a>]</nobr>","Indonesian <nobr>[<a href=https://glottolog.org/resource/languoid/id/indo1316  title='Glottolog reference'  target=_blank><img height=12px src=logo-glottolog.png></a>]</nobr>","Indonesia","<a href=https://www.geonames.org/1651606 target=_blank>Alor island</a> ","word list",607,"2024","2024","restricted","Paradisec","<b><a href=https://doi.org/10.26278/qy0t-r746 title='Abui-Mobyetang wordlist' target=_blank>Abui-Mobyetang wordlist</a> </b><br><b>Languages:</b> Abui, English, Indonesian<br><b>Licence:</b> Paradisec<br><b>Access:</b> restricted"
NA,NA,124.333649,-8.112799,125.14801,-8.47699,"Abui-Kilakawada wordlist","<a href=https://doi.org/10.26278/te8q-p416 title='Abui-Kilakawada wordlist' target=_blank>Abui-Kilakawada wordlist</a> ","Abui  <nobr>[<a href=http://www.language-archives.org/language/abz title='Glottolog reference' target=_blank><img height=12px src=logo-glottolog.png></a>]</nobr>","English <nobr>[<a href=https://glottolog.org/resource/languoid/id/stan1293 title='Glottolog reference'  target=_blank><img height=12px src=logo-glottolog.png></a>]</nobr>","Indonesian <nobr>[<a href=https://glottolog.org/resource/languoid/id/indo1316  title='Glottolog reference'  target=_blank><img height=12px src=logo-glottolog.png></a>]</nobr>","Indonesia","<a href=https://www.geonames.org/1651606 target=_blank>Alor island</a> ","word list",607,"2024","2024","restricted","Paradisec","<b><a href=https://doi.org/10.26278/te8q-p416 title='Abui-Kilakawada wordlist' target=_blank>Abui-Kilakawada wordlist</a> </b><br><b>Languages:</b> Abui, English, Indonesian<br><b>Licence:</b> Paradisec<br><b>Access:</b> restricted"
NA,NA,124.333649,-8.112799,125.14801,-8.47699,"Abui-Bunggeta wordlist","<a href=https://doi.org/10.26278/1b59-4371  title='Abui-Bunggeta wordlist' target=_blank>Abui-Bunggeta wordlist</a> ","Abui  <nobr>[<a href=http://www.language-archives.org/language/abz title='Glottolog reference' target=_blank><img height=12px src=logo-glottolog.png></a>]</nobr>","English <nobr>[<a href=https://glottolog.org/resource/languoid/id/stan1293 title='Glottolog reference'  target=_blank><img height=12px src=logo-glottolog.png></a>]</nobr>","Indonesian <nobr>[<a href=https://glottolog.org/resource/languoid/id/indo1316  title='Glottolog reference'  target=_blank><img height=12px src=logo-glottolog.png></a>]</nobr>","Indonesia","<a href=https://www.geonames.org/1651606 target=_blank>Alor island</a> ","word list",607,"2024","2024","restricted","Paradisec","<b><a href=https://doi.org/10.26278/1b59-4371  title='Abui-Bunggeta wordlist' target=_blank>Abui-Bunggeta wordlist</a> </b><br><b>Languages:</b> Abui, English, Indonesian<br><b>Licence:</b> Paradisec<br><b>Access:</b> restricted"
NA,NA,114.417114,-8.021155,115.735474,-8.898097,"Bali Aga Wordlist","<a href=https://doi.org/10.26278/xhez-n668  title='Bali Aga Wordlist' target=_blank>Bali Aga Wordlist</a> ","Bali Aga  <nobr>[<a href=https://glottolog.org/resource/languoid/id/high1274 title='Glottolog reference' target=_blank><img height=12px src=logo-glottolog.png></a>]</nobr>","Indonesian <nobr>[<a href=https://glottolog.org/resource/languoid/id/indo1316 title='Glottolog reference'  target=_blank><img height=12px src=logo-glottolog.png></a>]</nobr>","","Indonesia","<a href=https://www.geonames.org/1650534/bali.html target=_blank>Bali island</a> ","word list",209,"2024","2024","restricted","Paradisec","<b><a href=https://doi.org/10.26278/xhez-n668  title='Bali Aga Wordlist' target=_blank>Bali Aga Wordlist</a> </b><br><b>Languages:</b> Bali Aga, Indonesian, <br><b>Licence:</b> Paradisec<br><b>Access:</b> restricted"
99.08372,-1.59487,NA,NA,NA,NA,"Mentawai Buttui wordlist","<a href=https://doi.org/10.26278/nm8x-9t88  title='Mentawai Buttui wordlist' target=_blank>Mentawai Buttui wordlist</a> ","Mentawai  <nobr>[<a href=http://www.language-archives.org/language/mwv title='Glottolog reference' target=_blank><img height=12px src=logo-glottolog.png></a>]</nobr>","Indonesian <nobr>[<a href=https://glottolog.org/resource/languoid/id/indo1316 title='Glottolog reference'  target=_blank><img height=12px src=logo-glottolog.png></a>]</nobr>","","Indonesia","<a href= target=_blank>Buttui</a> ","word list",1228,"2023","2023","restricted","Paradisec","<b><a href=https://doi.org/10.26278/nm8x-9t88  title='Mentawai Buttui wordlist' target=_blank>Mentawai Buttui wordlist</a> </b><br><b>Languages:</b> Mentawai, Indonesian, <br><b>Licence:</b> Paradisec<br><b>Access:</b> restricted"
99.1898535,-1.5824591,NA,NA,NA,NA,"Mentawai Muntei wordlist","<a href=https://doi.org/10.26278/ctrb-wd7 title='Mentawai Muntei wordlist' target=_blank>Mentawai Muntei wordlist</a> ","Mentawai  <nobr>[<a href=http://www.language-archives.org/language/mwv title='Glottolog reference' target=_blank><img height=12px src=logo-glottolog.png></a>]</nobr>","Indonesian <nobr>[<a href=https://glottolog.org/resource/languoid/id/indo1316 title='Glottolog reference'  target=_blank><img height=12px src=logo-glottolog.png></a>]</nobr>","","Indonesia","<a href=https://www.geonames.org/12472578/desa-muntei.html target=_blank>Muntei</a> ","word list",1228,"2023","2023","restricted","Paradisec","<b><a href=https://doi.org/10.26278/ctrb-wd7 title='Mentawai Muntei wordlist' target=_blank>Mentawai Muntei wordlist</a> </b><br><b>Languages:</b> Mentawai, Indonesian, <br><b>Licence:</b> Paradisec<br><b>Access:</b> restricted"
99.08372,-1.59487,NA,NA,NA,NA,"Tooth sharpening Mentawai story","<a href=https://doi.org/10.26278/y8eb-hm35  title='Tooth sharpening Mentawai story' target=_blank>Tooth sharpening Mentawai story</a> ","Mentawai  <nobr>[<a href=http://www.language-archives.org/language/mwv title='Glottolog reference' target=_blank><img height=12px src=logo-glottolog.png></a>]</nobr>","","","Indonesia","<a href= target=_blank>Buttui</a> ","folk tales",NA,"2024","2024","restricted","Paradisec","<b><a href=https://doi.org/10.26278/y8eb-hm35  title='Tooth sharpening Mentawai story' target=_blank>Tooth sharpening Mentawai story</a> </b><br><b>Languages:</b> Mentawai, , <br><b>Licence:</b> Paradisec<br><b>Access:</b> restricted"
99.08372,-1.59487,NA,NA,NA,NA,"Traditional house Mentawai story","<a href=https://doi.org/10.26278/xhsm-hs55  title='Traditional house Mentawai story' target=_blank>Traditional house Mentawai story</a> ","Mentawai  <nobr>[<a href=http://www.language-archives.org/language/mwv title='Glottolog reference' target=_blank><img height=12px src=logo-glottolog.png></a>]</nobr>","","","Indonesia","<a href= target=_blank>Buttui</a> ","folk tales",NA,"2024","2024","restricted","Paradisec","<b><a href=https://doi.org/10.26278/xhsm-hs55  title='Traditional house Mentawai story' target=_blank>Traditional house Mentawai story</a> </b><br><b>Languages:</b> Mentawai, , <br><b>Licence:</b> Paradisec<br><b>Access:</b> restricted"
99.08372,-1.59487,NA,NA,NA,NA,"Tattoing Mentawai story (part 1)","<a href=https://doi.org/10.26278/drsb-w698 title='Tattoing Mentawai story (part 1)' target=_blank>Tattoing Mentawai story (part 1)</a> ","Mentawai  <nobr>[<a href=http://www.language-archives.org/language/mwv title='Glottolog reference' target=_blank><img height=12px src=logo-glottolog.png></a>]</nobr>","","","Indonesia","<a href= target=_blank>Buttui</a> ","folk tales",NA,"2024","2024","restricted","Paradisec","<b><a href=https://doi.org/10.26278/drsb-w698 title='Tattoing Mentawai story (part 1)' target=_blank>Tattoing Mentawai story (part 1)</a> </b><br><b>Languages:</b> Mentawai, , <br><b>Licence:</b> Paradisec<br><b>Access:</b> restricted"
99.08372,-1.59487,NA,NA,NA,NA,"Shaman Mentawai story","<a href=https://doi.org/10.26278/jh0e-3642 title='Shaman Mentawai story' target=_blank>Shaman Mentawai story</a> ","Mentawai  <nobr>[<a href=http://www.language-archives.org/language/mwv title='Glottolog reference' target=_blank><img height=12px src=logo-glottolog.png></a>]</nobr>","","","Indonesia","<a href= target=_blank>Buttui</a> ","folk tales",NA,"2024","2024","restricted","Paradisec","<b><a href=https://doi.org/10.26278/jh0e-3642 title='Shaman Mentawai story' target=_blank>Shaman Mentawai story</a> </b><br><b>Languages:</b> Mentawai, , <br><b>Licence:</b> Paradisec<br><b>Access:</b> restricted"
99.08372,-1.59487,NA,NA,NA,NA,"Healing ritual Mentawai song","<a href=https://doi.org/10.26278/0647-8050 title='Healing ritual Mentawai song' target=_blank>Healing ritual Mentawai song</a> ","Mentawai  <nobr>[<a href=http://www.language-archives.org/language/mwv title='Glottolog reference' target=_blank><img height=12px src=logo-glottolog.png></a>]</nobr>","","","Indonesia","<a href= target=_blank>Buttui</a> ","song",NA,"2024","2024","restricted","Paradisec","<b><a href=https://doi.org/10.26278/0647-8050 title='Healing ritual Mentawai song' target=_blank>Healing ritual Mentawai song</a> </b><br><b>Languages:</b> Mentawai, , <br><b>Licence:</b> Paradisec<br><b>Access:</b> restricted"
99.08372,-1.59487,NA,NA,NA,NA,"Lullaby Mentawai song","<a href=https://doi.org/10.26278/9bqm-3x06 title='Lullaby Mentawai song' target=_blank>Lullaby Mentawai song</a> ","Mentawai  <nobr>[<a href=http://www.language-archives.org/language/mwv title='Glottolog reference' target=_blank><img height=12px src=logo-glottolog.png></a>]</nobr>","","","Indonesia","<a href= target=_blank>Buttui</a> ","song",NA,"2024","2024","restricted","Paradisec","<b><a href=https://doi.org/10.26278/9bqm-3x06 title='Lullaby Mentawai song' target=_blank>Lullaby Mentawai song</a> </b><br><b>Languages:</b> Mentawai, , <br><b>Licence:</b> Paradisec<br><b>Access:</b> restricted"
99.08372,-1.59487,NA,NA,NA,NA,"Mentawai traditional meal song","<a href=https://doi.org/10.26278/1jxa-6605 title='Mentawai traditional meal song' target=_blank>Mentawai traditional meal song</a> ","Mentawai  <nobr>[<a href=http://www.language-archives.org/language/mwv title='Glottolog reference' target=_blank><img height=12px src=logo-glottolog.png></a>]</nobr>","","","Indonesia","<a href= target=_blank>Buttui</a> ","song",NA,"2024","2024","restricted","Paradisec","<b><a href=https://doi.org/10.26278/1jxa-6605 title='Mentawai traditional meal song' target=_blank>Mentawai traditional meal song</a> </b><br><b>Languages:</b> Mentawai, , <br><b>Licence:</b> Paradisec<br><b>Access:</b> restricted"
99.08372,-1.59487,NA,NA,NA,NA,"Tattoing Mentawai story (part 2)","<a href=https://doi.org/10.26278/knpy-b441  title='Tattoing Mentawai story (part 2)' target=_blank>Tattoing Mentawai story (part 2)</a> ","Mentawai  <nobr>[<a href=http://www.language-archives.org/language/mwv title='Glottolog reference' target=_blank><img height=12px src=logo-glottolog.png></a>]</nobr>","","","Indonesia","<a href= target=_blank>Buttui</a> ","folk tales",NA,"2024","2024","restricted","Paradisec","<b><a href=https://doi.org/10.26278/knpy-b441  title='Tattoing Mentawai story (part 2)' target=_blank>Tattoing Mentawai story (part 2)</a> </b><br><b>Languages:</b> Mentawai, , <br><b>Licence:</b> Paradisec<br><b>Access:</b> restricted"
99.08372,-1.59487,NA,NA,NA,NA,"Numbers in Mentawai","<a href=https://doi.org/10.26278/fcjr-jc45 title='Numbers in Mentawai' target=_blank>Numbers in Mentawai</a> ","Mentawai  <nobr>[<a href=http://www.language-archives.org/language/mwv title='Glottolog reference' target=_blank><img height=12px src=logo-glottolog.png></a>]</nobr>","","","Indonesia","<a href= target=_blank>Buttui</a> ","word list",NA,"2024","2024","restricted","Paradisec","<b><a href=https://doi.org/10.26278/fcjr-jc45 title='Numbers in Mentawai' target=_blank>Numbers in Mentawai</a> </b><br><b>Languages:</b> Mentawai, , <br><b>Licence:</b> Paradisec<br><b>Access:</b> restricted"
99.08372,-1.59487,NA,NA,NA,NA,"Monitor Lizard Mentawai song","<a href=https://doi.org/10.26278/0gsb-xa56 title='Monitor Lizard Mentawai song' target=_blank>Monitor Lizard Mentawai song</a> ","Mentawai  <nobr>[<a href=http://www.language-archives.org/language/mwv title='Glottolog reference' target=_blank><img height=12px src=logo-glottolog.png></a>]</nobr>","","","Indonesia","<a href= target=_blank>Buttui</a> ","song",NA,"2024","2024","restricted","Paradisec","<b><a href=https://doi.org/10.26278/0gsb-xa56 title='Monitor Lizard Mentawai song' target=_blank>Monitor Lizard Mentawai song</a> </b><br><b>Languages:</b> Mentawai, , <br><b>Licence:</b> Paradisec<br><b>Access:</b> restricted"
99.08372,-1.59487,NA,NA,NA,NA,"Healing ritual Mentawai song","<a href=https://doi.org/10.26278/mg92-z220  title='Healing ritual Mentawai song' target=_blank>Healing ritual Mentawai song</a> ","Mentawai  <nobr>[<a href=http://www.language-archives.org/language/mwv title='Glottolog reference' target=_blank><img height=12px src=logo-glottolog.png></a>]</nobr>","","","Indonesia","<a href= target=_blank>Buttui</a> ","song",NA,"2024","2024","restricted","Paradisec","<b><a href=https://doi.org/10.26278/mg92-z220  title='Healing ritual Mentawai song' target=_blank>Healing ritual Mentawai song</a> </b><br><b>Languages:</b> Mentawai, , <br><b>Licence:</b> Paradisec<br><b>Access:</b> restricted"
99.08372,-1.59487,NA,NA,NA,NA,"Mentawai longing song","<a href=https://doi.org/10.26278/c877-1f02 title='Mentawai longing song' target=_blank>Mentawai longing song</a> ","Mentawai  <nobr>[<a href=http://www.language-archives.org/language/mwv title='Glottolog reference' target=_blank><img height=12px src=logo-glottolog.png></a>]</nobr>","","","Indonesia","<a href= target=_blank>Buttui</a> ","song",NA,"2024","2024","restricted","Paradisec","<b><a href=https://doi.org/10.26278/c877-1f02 title='Mentawai longing song' target=_blank>Mentawai longing song</a> </b><br><b>Languages:</b> Mentawai, , <br><b>Licence:</b> Paradisec<br><b>Access:</b> restricted"
99.08372,-1.59487,NA,NA,NA,NA,"Shaman Mentawai story (2)","<a href=https://doi.org/10.26278/x47h-k365 title='Shaman Mentawai story (2)' target=_blank>Shaman Mentawai story (2)</a> ","Mentawai  <nobr>[<a href=http://www.language-archives.org/language/mwv title='Glottolog reference' target=_blank><img height=12px src=logo-glottolog.png></a>]</nobr>","","","Indonesia","<a href= target=_blank>Buttui</a> ","folk tales",NA,"2024","2024","restricted","Paradisec","<b><a href=https://doi.org/10.26278/x47h-k365 title='Shaman Mentawai story (2)' target=_blank>Shaman Mentawai story (2)</a> </b><br><b>Languages:</b> Mentawai, , <br><b>Licence:</b> Paradisec<br><b>Access:</b> restricted"
99.1898535,-1.5824591,NA,NA,NA,NA,"Tortoise and monitor lizard tale","<a href=https://doi.org/10.26278/4j1n-ac13  title='Tortoise and monitor lizard tale' target=_blank>Tortoise and monitor lizard tale</a> ","Mentawai  <nobr>[<a href=http://www.language-archives.org/language/mwv title='Glottolog reference' target=_blank><img height=12px src=logo-glottolog.png></a>]</nobr>","","","Indonesia","<a href=https://www.geonames.org/12472578/desa-muntei.html target=_blank>Muntei</a> ","folk tales",NA,"2023","2023","restricted","Paradisec","<b><a href=https://doi.org/10.26278/4j1n-ac13  title='Tortoise and monitor lizard tale' target=_blank>Tortoise and monitor lizard tale</a> </b><br><b>Languages:</b> Mentawai, , <br><b>Licence:</b> Paradisec<br><b>Access:</b> restricted"
114.6280563,-8.3678401,NA,NA,NA,NA,"Burdah ritual in Loloan Malay","<a href=https://doi.org/10.26278/m521-p969 title='Burdah ritual in Loloan Malay' target=_blank>Burdah ritual in Loloan Malay</a> ","Loloan Malay  <nobr>[<a href=https://glottolog.org/resource/languoid/id/bali1279 title='Glottolog reference' target=_blank><img height=12px src=logo-glottolog.png></a>]</nobr>","Indonesian <nobr>[<a href=https://glottolog.org/resource/languoid/id/indo1316 title='Glottolog reference'  target=_blank><img height=12px src=logo-glottolog.png></a>]</nobr>","","Indonesia","<a href=https://www.geonames.org/7581763/kelurahan-loloan-timur.html target=_blank>Loloan</a> ","word list",1163,"2024","2024","restricted","Paradisec","<b><a href=https://doi.org/10.26278/m521-p969 title='Burdah ritual in Loloan Malay' target=_blank>Burdah ritual in Loloan Malay</a> </b><br><b>Languages:</b> Loloan Malay, Indonesian, <br><b>Licence:</b> Paradisec<br><b>Access:</b> restricted"
114.6280563,-8.3678401,NA,NA,NA,NA,"Burdah ritual video","<a href=https://doi.org/10.26278/nebw-sb96  title='Burdah ritual video' target=_blank>Burdah ritual video</a> ","Loloan Malay  <nobr>[<a href=https://glottolog.org/resource/languoid/id/bali1279 title='Glottolog reference' target=_blank><img height=12px src=logo-glottolog.png></a>]</nobr>","Indonesian <nobr>[<a href=https://glottolog.org/resource/languoid/id/indo1316 title='Glottolog reference'  target=_blank><img height=12px src=logo-glottolog.png></a>]</nobr>","","Indonesia","<a href=https://www.geonames.org/7581763/kelurahan-loloan-timur.html target=_blank>Loloan</a> ","ritual",NA,"2024","2024","restricted","Paradisec","<b><a href=https://doi.org/10.26278/nebw-sb96  title='Burdah ritual video' target=_blank>Burdah ritual video</a> </b><br><b>Languages:</b> Loloan Malay, Indonesian, <br><b>Licence:</b> Paradisec<br><b>Access:</b> restricted"
114.6280563,-8.3678401,NA,NA,NA,NA,"Burdah ritual book","<a href=https://doi.org/10.26278/41rz-z386  title='Burdah ritual book' target=_blank>Burdah ritual book</a> ","Loloan Malay  <nobr>[<a href=https://glottolog.org/resource/languoid/id/bali1279 title='Glottolog reference' target=_blank><img height=12px src=logo-glottolog.png></a>]</nobr>","Indonesian <nobr>[<a href=https://glottolog.org/resource/languoid/id/indo1316 title='Glottolog reference'  target=_blank><img height=12px src=logo-glottolog.png></a>]</nobr>","Arabic <nobr>[<a href=https://glottolog.org/resource/languoid/id/arab1395  title='Glottolog reference'  target=_blank><img height=12px src=logo-glottolog.png></a>]</nobr>","Indonesia","<a href=https://www.geonames.org/7581763/kelurahan-loloan-timur.html target=_blank>Loloan</a> ","ritual",1163,"2024","2024","restricted","Paradisec","<b><a href=https://doi.org/10.26278/41rz-z386  title='Burdah ritual book' target=_blank>Burdah ritual book</a> </b><br><b>Languages:</b> Loloan Malay, Indonesian, Arabic<br><b>Licence:</b> Paradisec<br><b>Access:</b> restricted"
